,location,total_sqft,bath,price,bhk
5013,Marathahalli,1270.0,2.0,73.0,2
5015,Marathahalli,950.0,2.0,46.7,2
5016,Marathahalli,1550.0,3.0,85.0,3
5017,Marathahalli,1019.0,2.0,49.86,2
5018,Marathahalli,1144.0,2.0,65.0,2
5019,Marathahalli,1240.0,2.0,55.0,2
5020,Marathahalli,1100.0,2.0,75.0,1
5021,Marathahalli,1156.0,2.0,52.0,2
5022,Marathahalli,2524.0,5.0,180.0,4
5023,Marathahalli,1135.0,2.0,60.0,2
5024,Marathahalli,1839.0,3.0,130.0,3
5025,Marathahalli,1170.0,2.0,85.0,2
5026,Marathahalli,1102.0,2.0,53.67,2
5027,Marathahalli,1108.0,2.0,60.0,3
5028,Marathahalli,1449.0,3.0,110.0,3
5029,Marathahalli,1360.0,2.0,101.0,2
5030,Marathahalli,1026.0,2.0,50.18,2
5033,Marathahalli,1270.0,2.0,80.0,2
5034,Marathahalli,1100.0,2.0,50.0,2
5035,Marathahalli,1196.0,2.0,57.95,2
5037,Marathahalli,1485.0,2.0,90.0,3
5038,Marathahalli,1146.0,2.0,69.0,2
5039,Margondanahalli,1090.0,2.0,58.0,2
5040,Margondanahalli,1200.0,2.0,58.5,2
5041,Margondanahalli,1200.0,2.0,67.0,2
5043,Margondanahalli,1000.0,2.0,57.0,2
5045,Margondanahalli,600.0,2.0,35.0,2
5046,Margondanahalli,1200.0,2.0,69.0,2
5047,Margondanahalli,900.0,2.0,49.0,2
5048,Margondanahalli,1140.0,2.0,60.0,2
5049,Margondanahalli,1100.0,2.0,55.0,2
5050,Margondanahalli,1152.0,1.0,66.0,2
5052,Margondanahalli,1200.0,2.0,65.0,2
5053,Margondanahalli,1050.0,2.0,58.0,2
5054,Margondanahalli,1160.0,2.0,65.0,2
5055,Margondanahalli,1334.0,2.0,67.76,2
5056,Marsur,1800.0,4.0,145.0,4
5057,Marsur,1200.0,3.0,90.0,3
5058,Marsur,1200.0,3.0,120.0,3
5059,Mico Layout,5000.0,9.0,210.0,9
5060,Mico Layout,1550.0,2.0,65.0,3
5061,Mico Layout,1125.0,2.0,40.0,2
5062,Mico Layout,1190.0,2.0,39.25,2
5063,Mico Layout,800.0,1.0,29.5,1
5064,Mico Layout,1250.0,2.0,44.0,3
5065,Mico Layout,1171.0,2.0,39.0,2
5066,Mico Layout,1200.0,2.0,53.5,2
5067,Mico Layout,1670.0,3.0,59.0,3
5068,Mico Layout,1140.0,2.0,43.0,2
5069,Munnekollal,1170.0,2.0,52.0,2
5070,Munnekollal,1102.0,2.0,53.67,2
5071,Munnekollal,1390.0,3.0,68.0,3
5072,Munnekollal,1200.0,2.0,49.5,2
5073,Munnekollal,950.0,2.0,46.5,2
5074,Munnekollal,1560.0,3.0,75.0,3
5075,Munnekollal,1750.0,3.0,86.5,3
5076,Munnekollal,1385.0,2.0,66.5,3
5077,Munnekollal,1080.0,2.0,45.0,2
5078,Munnekollal,1170.0,2.0,59.0,2
5080,Munnekollal,1200.0,2.0,57.9,3
5081,Munnekollal,1030.0,2.0,50.36,2
5082,Murugeshpalya,1296.0,2.0,81.0,2
5083,Murugeshpalya,1550.0,3.0,74.0,3
5084,Murugeshpalya,1845.0,3.0,91.0,3
5085,Murugeshpalya,1185.0,2.0,85.0,2
5086,Murugeshpalya,1225.0,2.0,48.0,2
5087,Murugeshpalya,1930.0,3.0,75.0,3
5088,Murugeshpalya,1600.0,2.0,65.0,3
5089,Murugeshpalya,1344.0,2.0,56.0,3
5090,Murugeshpalya,1500.0,2.0,70.0,3
5091,Murugeshpalya,1855.0,3.0,96.0,3
5092,Murugeshpalya,1175.0,2.0,75.0,2
5093,Mysore Road,1175.0,2.0,73.5,2
5094,Mysore Road,1710.0,4.0,91.31,3
5095,Mysore Road,1020.0,2.0,48.95,2
5096,Mysore Road,1175.0,2.0,73.5,2
5097,Mysore Road,1070.0,2.0,45.0,2
5098,Mysore Road,1239.0,2.0,53.0,2
5099,Mysore Road,1060.0,2.0,62.0,2
5100,Mysore Road,980.0,2.0,45.47,2
5101,Mysore Road,883.0,2.0,40.0,2
5102,Mysore Road,1525.0,3.0,96.0,3
5103,Mysore Road,1200.0,2.0,65.0,2
5107,Mysore Road,883.0,2.0,40.95,2
5108,Mysore Road,1070.0,2.0,49.65,2
5110,Mysore Road,883.0,2.0,50.0,2
5111,Mysore Road,1155.0,2.0,51.0,2
5112,Mysore Road,1003.0,2.0,43.0,2
5113,Mysore Road,1237.0,2.0,73.0,2
5114,Mysore Road,883.0,2.0,45.0,2
5115,Mysore Road,1170.0,2.0,65.0,2
5116,Mysore Road,940.0,2.0,43.61,2
5118,Mysore Road,1020.0,2.0,48.95,2
5119,Mysore Road,1568.0,2.0,100.0,3
5121,Mysore Road,1175.0,2.0,70.5,2
5122,Mysore Road,1080.0,2.0,60.0,3
5124,Mysore Road,883.0,2.0,37.0,2
5125,NGR Layout,1020.0,2.0,45.9,2
5126,NGR Layout,1105.0,2.0,49.73,2
5127,NGR Layout,1022.0,2.0,45.9,2
5128,NGR Layout,1020.0,2.0,45.0,2
5129,NGR Layout,1019.0,2.0,45.9,2
5130,NGR Layout,1020.0,2.0,46.0,2
5131,NGR Layout,1021.0,2.0,46.0,2
5132,NGR Layout,1021.0,2.0,45.9,2
5133,NRI Layout,1565.0,2.0,75.0,3
5134,NRI Layout,2500.0,5.0,130.0,5
5135,NRI Layout,1125.0,2.0,45.56,2
5136,NRI Layout,2150.0,4.0,115.0,4
5137,NRI Layout,1250.0,2.0,75.0,2
5138,NRI Layout,1789.0,3.0,75.0,3
5139,NRI Layout,1731.0,3.0,64.11,3
5140,NRI Layout,2400.0,2.0,125.0,2
5142,Nagarbhavi,1350.0,3.0,150.0,3
5143,Nagarbhavi,1200.0,2.0,150.0,2
5145,Nagarbhavi,2400.0,3.0,160.0,3
5146,Nagarbhavi,884.0,2.0,36.0,1
5147,Nagarbhavi,1055.0,2.0,55.0,2
5149,Nagarbhavi,1223.0,2.0,60.0,2
5150,Nagarbhavi,956.0,2.0,49.0,2
5152,Nagarbhavi,1200.0,2.0,150.0,2
5155,Nagarbhavi,1145.0,2.0,40.0,2
5156,Nagarbhavi,300.0,1.0,20.0,1
5157,Nagarbhavi,1250.0,3.0,175.0,4
5158,Nagarbhavi,710.0,2.0,40.0,1
5160,Nagarbhavi,1212.0,2.0,50.0,2
5161,Nagarbhavi,1020.0,2.0,55.0,2
5163,Nagarbhavi,1120.0,2.0,53.0,2
5165,Nagarbhavi,1146.0,2.0,50.0,2
5167,Nagarbhavi,1190.0,2.0,63.0,2
5169,Nagarbhavi,1050.0,2.0,80.0,2
5170,Nagarbhavi,2500.0,3.0,180.0,5
5172,Nagarbhavi,1250.0,3.0,170.0,2
5174,Nagarbhavi,1400.0,2.0,135.0,3
5176,Nagarbhavi,1100.0,2.0,46.2,2
5177,Nagarbhavi,1080.0,2.0,49.0,2
5178,Nagarbhavi,1800.0,3.0,180.0,4
5179,Nagarbhavi,1225.0,2.0,58.0,2
5180,Nagasandra,980.0,2.0,48.0,2
5181,Nagasandra,2400.0,4.0,145.0,4
5182,Nagasandra,7000.0,8.0,450.0,4
5183,Nagasandra,1650.0,3.0,95.0,3
5184,Nagasandra,1500.0,2.0,91.0,2
5185,Nagavara,400.0,1.0,14.0,1
5186,Nagavara,2172.65,3.0,120.0,4
5188,Nagavara,2319.0,3.0,180.0,3
5189,Nagavara,2430.0,4.0,180.0,3
5190,Nagavara,936.0,2.0,40.2,2
5191,Nagavara,1125.0,2.0,44.5,2
5192,Nagavara,1315.0,2.0,70.0,2
5193,Nagavara,1077.0,2.0,50.0,2
5194,Nagavara,2496.0,4.0,125.0,4
5195,Nagavara,1110.0,2.0,44.95,2
5196,Nagavara,1247.0,2.0,58.56,2
5197,Nagavarapalya,1392.0,2.0,99.0,2
5198,Nagavarapalya,705.0,1.0,52.5,1
5199,Nagavarapalya,1300.0,3.0,80.0,3
5200,Nagavarapalya,705.0,1.0,57.0,1
5201,Nagavarapalya,705.0,1.0,55.0,1
5202,Nagavarapalya,705.0,1.0,57.0,1
5203,Nagavarapalya,1335.0,2.0,110.0,2
5204,Nagavarapalya,1260.0,2.0,85.5,2
5205,Narayanapura,1308.0,2.0,89.04,2
5206,Narayanapura,1566.0,3.0,83.3,3
5207,Narayanapura,1485.0,3.0,85.0,3
5208,Narayanapura,1302.0,2.0,69.1,2
5209,Narayanapura,1308.0,2.0,89.04,2
5210,Narayanapura,2357.0,3.0,135.0,3
5211,Narayanapura,2357.0,3.0,135.0,3
5212,Narayanapura,1469.0,2.0,99.14,2
5213,Neeladri Nagar,1053.0,2.0,45.0,2
5214,Neeladri Nagar,1363.0,2.0,68.0,2
5215,Neeladri Nagar,2556.0,3.0,133.0,3
5216,Neeladri Nagar,674.0,1.0,21.0,1
5217,Neeladri Nagar,527.0,1.0,26.0,1
5218,Neeladri Nagar,1167.0,2.0,38.0,3
5219,Neeladri Nagar,1060.0,2.0,35.0,2
5220,Neeladri Nagar,640.0,1.0,20.5,1
5221,Neeladri Nagar,4000.0,12.0,160.0,10
5222,Neeladri Nagar,1105.0,2.0,30.0,2
5223,Neeladri Nagar,1100.0,2.0,30.0,2
5224,Neeladri Nagar,2111.0,3.0,103.0,3
5225,Nehru Nagar,1775.0,3.0,110.0,3
5226,Nehru Nagar,2363.0,5.0,120.0,4
5227,Nehru Nagar,2342.0,3.0,115.0,4
5228,Nehru Nagar,967.0,2.0,41.1,2
5229,Nehru Nagar,1374.0,3.0,72.0,3
5230,Nehru Nagar,1674.0,3.0,90.0,3
5231,Nehru Nagar,1269.0,2.0,63.0,3
5232,Nehru Nagar,1100.0,2.0,50.0,2
5233,Nehru Nagar,1674.0,3.0,81.0,3
5234,OMBR Layout,2420.0,3.0,185.0,3
5235,OMBR Layout,1078.0,2.0,65.0,2
5236,OMBR Layout,1101.0,2.0,65.5,2
5237,OMBR Layout,1041.0,2.0,65.5,2
5238,OMBR Layout,1300.0,2.0,80.0,2
5239,OMBR Layout,1085.0,2.0,64.0,2
5240,OMBR Layout,1855.0,3.0,145.0,3
5241,OMBR Layout,1050.0,2.0,48.0,2
5243,OMBR Layout,1165.0,2.0,88.5,2
5244,OMBR Layout,1101.0,2.0,66.0,2
5245,OMBR Layout,3400.0,4.0,275.0,4
5247,Old Airport Road,2732.0,4.0,204.0,4
5249,Old Airport Road,3356.0,4.0,251.0,4
5250,Old Airport Road,1206.0,2.0,75.0,2
5251,Old Airport Road,2774.0,4.0,207.0,4
5252,Old Airport Road,2690.0,4.0,191.0,4
5253,Old Airport Road,2690.0,4.0,199.0,4
5254,Old Airport Road,1655.0,2.0,97.65,2
5255,Old Airport Road,1075.0,2.0,60.0,2
5256,Old Airport Road,1858.0,2.0,167.0,3
5257,Old Airport Road,1150.0,2.0,90.0,2
5258,Old Airport Road,2690.0,4.0,191.0,4
5259,Old Airport Road,2658.0,5.0,187.0,4
5260,Old Airport Road,946.0,2.0,58.0,2
5261,Old Airport Road,2774.0,4.0,208.0,4
5262,Old Airport Road,2774.0,4.0,208.0,4
5263,Old Airport Road,3200.0,4.0,280.0,4
5264,Old Airport Road,2690.0,4.0,201.0,4
5265,Old Airport Road,1145.0,2.0,75.0,2
5266,Old Airport Road,2732.0,4.0,194.0,4
5267,Old Airport Road,2658.0,5.0,189.0,4
5268,Old Airport Road,2774.0,4.0,197.0,4
5269,Old Airport Road,3496.0,4.0,262.0,4
5270,Old Airport Road,2774.0,4.0,197.0,4
5271,Old Airport Road,2732.0,4.0,204.0,4
5272,Old Airport Road,1798.0,3.0,150.0,3
5273,Old Airport Road,2774.0,4.0,208.0,4
5274,Old Airport Road,1184.0,2.0,78.0,2
5275,Old Airport Road,3504.0,4.0,262.0,4
5276,Old Airport Road,1055.0,2.0,75.0,2
5277,Old Madras Road,1425.0,2.0,94.0,3
5280,Old Madras Road,935.0,2.0,45.0,2
5281,Old Madras Road,1720.0,3.0,100.0,3
5282,Old Madras Road,1200.0,2.0,72.0,2
5283,Old Madras Road,1225.0,2.0,53.55,2
5284,Old Madras Road,1100.0,2.0,70.0,2
5285,Old Madras Road,2760.0,5.0,157.0,3
5286,Old Madras Road,1171.0,2.0,75.0,2
5287,Old Madras Road,935.0,2.0,45.0,2
5288,Old Madras Road,4500.0,7.0,294.0,5
5290,Old Madras Road,1065.0,2.0,47.86,2
5291,Old Madras Road,2010.0,3.0,125.0,4
5293,Old Madras Road,1480.0,2.0,84.0,3
5294,Old Madras Road,2990.0,5.0,210.0,3
5295,Old Madras Road,1210.0,2.0,74.0,2
5296,Old Madras Road,1171.0,2.0,72.0,2
5298,Old Madras Road,1480.0,3.0,95.0,3
5300,Old Madras Road,1210.0,2.0,80.0,2
5301,Old Madras Road,1859.0,3.0,121.0,3
5302,Old Madras Road,2990.0,5.0,173.0,3
5305,Old Madras Road,2300.0,3.0,142.0,3
5307,Old Madras Road,1210.0,2.0,80.0,2
5308,Old Madras Road,1210.0,2.0,77.0,2
5309,Old Madras Road,1330.0,2.0,74.0,2
5310,Old Madras Road,1720.0,3.0,106.0,3
5311,Old Madras Road,2640.0,5.0,150.0,3
5312,Old Madras Road,2990.0,3.0,170.0,3
5314,Old Madras Road,1171.0,2.0,73.0,2
5315,Old Madras Road,1630.0,3.0,110.0,3
5316,Old Madras Road,1165.0,2.0,52.0,2
5317,Old Madras Road,2640.0,2.0,170.0,2
5318,Old Madras Road,1165.0,2.0,51.42,2
5319,Padmanabhanagar,1020.0,2.0,63.0,2
5320,Padmanabhanagar,1176.0,2.0,62.0,2
5321,Padmanabhanagar,1258.0,2.0,115.0,2
5323,Padmanabhanagar,1100.0,2.0,65.0,2
5324,Padmanabhanagar,3400.0,3.0,210.0,4
5328,Padmanabhanagar,4500.0,4.0,360.0,3
5329,Padmanabhanagar,1200.0,2.0,60.0,2
5331,Padmanabhanagar,1000.0,1.0,90.0,2
5332,Padmanabhanagar,1067.0,2.0,52.0,2
5336,Padmanabhanagar,1100.0,2.0,60.0,2
5337,Padmanabhanagar,2051.0,3.0,180.0,3
5338,Padmanabhanagar,2051.0,3.0,170.0,3
5339,Pai Layout,1006.0,2.0,35.0,2
5340,Pai Layout,1550.0,2.0,90.0,3
5341,Pai Layout,1050.0,2.0,40.0,2
5342,Pai Layout,1400.0,2.0,67.0,3
5343,Pai Layout,1100.0,2.0,50.0,2
5344,Pai Layout,1255.0,2.0,80.0,2
5345,Pai Layout,1075.0,2.0,35.0,2
5346,Pai Layout,1400.0,2.0,57.5,2
5347,Pai Layout,1175.0,2.0,60.0,2
5348,Pai Layout,810.0,2.0,34.5,2
5349,Pai Layout,1000.0,2.0,34.0,2
5350,Pai Layout,1000.0,2.0,42.0,2
5351,Pai Layout,3800.0,6.0,175.0,6
5352,Pai Layout,1068.0,2.0,48.0,2
5353,Pai Layout,1510.0,2.0,65.0,3
5356,Panathur,1359.0,2.0,87.0,2
5357,Panathur,1438.0,2.0,100.0,2
5358,Panathur,1688.0,3.0,118.0,3
5360,Panathur,1198.0,2.0,77.0,2
5361,Panathur,1180.0,2.0,70.0,2
5362,Panathur,1546.0,3.0,99.0,3
5364,Panathur,1000.0,2.0,65.3,2
5365,Panathur,1109.0,2.0,63.0,2
5366,Panathur,1000.0,2.0,68.0,2
5367,Panathur,1255.0,2.0,79.0,2
5368,Panathur,1205.0,2.0,62.9,2
5369,Panathur,1210.0,2.0,85.0,2
5370,Panathur,1198.0,2.0,82.0,2
5371,Panathur,1235.0,2.0,65.0,2
5372,Panathur,1210.0,2.0,80.0,2
5373,Panathur,1210.0,2.0,77.0,2
5374,Panathur,661.0,1.0,40.0,1
5375,Panathur,1713.0,3.0,120.0,3
5376,Panathur,1210.0,2.0,78.0,2
5378,Panathur,1050.0,2.0,60.0,2
5379,Panathur,1398.0,2.0,97.0,2
5380,Panathur,1065.0,2.0,58.0,2
5381,Panathur,1007.0,2.0,64.0,2
5382,Panathur,1210.0,2.0,77.93,2
5383,Panathur,1230.0,2.0,80.0,2
5384,Panathur,980.0,2.0,57.0,2
5385,Panathur,1075.0,2.0,60.0,2
5386,Panathur,1210.0,2.0,69.0,2
5387,Panathur,1343.0,2.0,76.0,2
5388,Parappana Agrahara,1194.0,2.0,47.0,2
5389,Parappana Agrahara,1194.0,2.0,47.0,2
5390,Parappana Agrahara,1194.0,2.0,46.0,2
5391,Parappana Agrahara,1194.0,2.0,47.0,2
5392,Parappana Agrahara,1194.0,2.0,46.0,2
5393,Parappana Agrahara,1194.0,2.0,47.0,2
5394,Parappana Agrahara,1194.0,2.0,47.0,2
5395,Parappana Agrahara,1092.0,2.0,43.0,2
5396,Parappana Agrahara,1194.0,2.0,45.0,2
5397,Parappana Agrahara,1200.0,1.0,45.0,1
5398,Parappana Agrahara,1194.0,2.0,46.0,2
5399,Parappana Agrahara,1194.0,2.0,47.0,2
5400,Parappana Agrahara,1194.0,2.0,47.0,2
5401,Parappana Agrahara,1194.0,2.0,46.0,2
5402,Parappana Agrahara,1194.0,2.0,46.0,2
5403,Pattandur Agrahara,1550.0,2.0,80.0,3
5404,Pattandur Agrahara,1025.0,2.0,44.5,2
5405,Pattandur Agrahara,1247.0,2.0,59.8,2
5406,Pattandur Agrahara,900.0,2.0,42.0,2
5407,Pattandur Agrahara,1302.0,2.0,66.0,2
5408,Pattandur Agrahara,1550.0,2.0,80.0,3
5409,Pattandur Agrahara,1247.0,2.0,62.35,2
5410,Pattandur Agrahara,1350.0,2.0,68.0,2
5411,Poorna Pragna Layout,920.0,2.0,39.55,2
5414,Poorna Pragna Layout,1160.0,2.0,46.39,2
5417,Poorna Pragna Layout,965.0,2.0,48.0,2
5422,Poorna Pragna Layout,1160.0,2.0,46.39,2
5424,Poorna Pragna Layout,1160.0,2.0,46.39,2
5427,Poorna Pragna Layout,960.0,2.0,50.0,2
5429,Prithvi Layout,2028.0,4.0,162.0,4
5430,Prithvi Layout,1352.0,2.0,87.5,2
5431,Prithvi Layout,1190.0,2.0,68.0,2
5432,Prithvi Layout,1352.0,2.0,85.0,2
5433,Prithvi Layout,1352.0,2.0,75.0,2
5434,Prithvi Layout,2273.0,4.0,220.0,3
5435,Prithvi Layout,1352.0,3.0,93.0,2
5436,Prithvi Layout,2273.0,4.0,192.0,3
5437,Prithvi Layout,1352.0,2.0,72.0,2
5440,R.T. Nagar,1200.0,2.0,120.0,2
5442,R.T. Nagar,1040.0,2.0,46.0,2
5443,R.T. Nagar,1200.0,2.0,45.0,2
5444,R.T. Nagar,1235.0,2.0,65.0,2
5445,R.T. Nagar,1140.0,3.0,130.0,3
5446,R.T. Nagar,970.0,2.0,55.0,2
5447,R.T. Nagar,1560.0,3.0,125.0,3
5448,R.T. Nagar,1200.0,2.0,60.0,2
5451,R.T. Nagar,1200.0,3.0,140.0,3
5452,R.T. Nagar,1100.0,3.0,125.0,2
5453,R.T. Nagar,1150.0,2.0,72.0,2
5454,R.T. Nagar,1500.0,4.0,185.0,4
5455,R.T. Nagar,3600.0,8.0,165.0,9
5456,R.T. Nagar,1080.0,2.0,48.0,2
5457,R.T. Nagar,1325.0,2.0,52.0,2
5459,R.T. Nagar,1300.0,3.0,145.0,3
5461,R.T. Nagar,1100.0,2.0,85.0,2
5462,R.T. Nagar,1667.0,3.0,130.0,3
5463,Rachenahalli,1050.0,2.0,52.07,2
5465,Rachenahalli,1050.0,2.0,55.5,2
5467,Rachenahalli,1050.0,2.0,53.5,2
5469,Rachenahalli,1220.0,2.0,59.5,2
5470,Rachenahalli,1050.0,2.0,52.5,2
5472,Rachenahalli,1050.0,2.0,52.1,2
5473,Rachenahalli,1050.0,2.0,53.5,2
5474,Rachenahalli,1113.0,2.0,55.0,2
5475,Rachenahalli,3657.0,5.0,220.0,4
5479,Rachenahalli,1050.0,2.0,52.5,2
5482,Rachenahalli,690.0,1.0,39.8,1
5483,Rachenahalli,1050.0,2.0,47.25,2
5484,Rachenahalli,1050.0,2.0,55.5,2
5485,Rachenahalli,1100.0,2.0,68.0,2
5486,Rachenahalli,985.0,2.0,49.97,2
5487,Rachenahalli,1050.0,2.0,52.5,2
5488,Rachenahalli,1050.0,2.0,52.08,2
5490,Rachenahalli,1050.0,2.0,52.07,2
5492,Rachenahalli,1050.0,2.0,52.08,2
5493,Rachenahalli,985.0,2.0,49.97,2
5494,Rachenahalli,1856.0,3.0,106.0,3
5495,Rachenahalli,1050.0,2.0,52.5,2
5496,Rachenahalli,985.0,2.0,50.17,2
5497,Rachenahalli,2600.0,3.0,160.0,3
5500,Rachenahalli,985.0,2.0,50.17,2
5501,Rachenahalli,1050.0,2.0,52.71,2
5504,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5505,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5506,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5507,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5508,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5509,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5510,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5511,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5512,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5513,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5514,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5515,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5516,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5517,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5518,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5519,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5521,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5522,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5523,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5524,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5527,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5528,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5529,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5530,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5531,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5532,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5533,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5535,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5536,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5537,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5538,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
5540,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5541,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5543,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5544,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5545,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5546,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5547,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5549,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5550,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5552,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5553,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5554,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5555,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5556,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5557,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5558,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5559,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5560,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5561,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5562,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5563,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5564,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5565,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5566,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5567,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5569,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5570,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5572,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5573,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5574,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5575,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5576,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5577,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5578,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5579,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5581,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5582,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5584,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
5585,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
5586,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5587,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
5588,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
5590,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5591,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5592,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5593,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5595,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5597,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5598,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5599,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5600,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5601,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
5602,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5603,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5606,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5607,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
5608,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
5609,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5610,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5611,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5612,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
5614,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
5615,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
5616,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
5617,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
5619,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
5621,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5622,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5623,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
5624,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5625,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
5626,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5627,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
5628,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
5629,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
5630,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
5632,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5633,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
